设备ID,经度,纬度,所在城市,设备类型,接入方式,接入节点,接入时延
北京-0314,116.398857,39.896199,北京市,laptop,Ethernet,beijing_man2,1.078818104569653
北京-0315,116.586948,40.042449,北京市,传感器,Cellular,beijing_man1,7.697723796175007
北京-0316,116.466533,39.957001,北京市,laptop,Cellular,beijing_man1,5.9298990523152355
北京-0317,116.330858,39.863358,北京市,PC,Cellular,beijing_man2,7.412519143059717
北京-0318,116.862198,39.829454,北京市,laptop,Wifi,langfang_man2,4.611776149704687
北京-0319,116.359529,39.963951,北京市,手机,Cellular,beijing_man2,5.792622344563318
北京-0320,115.919642,40.262912,北京市,传感器,Cellular,beijing_man2,7.962150580192984
北京-0321,116.178926,39.661212,北京市,laptop,Cellular,beijing_man1,3.6770211712248457
北京-0322,116.338495,39.940378,北京市,PC,Wifi,beijing_man2,2.3853439422642952
北京-0323,116.520498,39.452412,北京市,PC,Ethernet,langfang_man1,1.0214260864588605
北京-0324,116.278277,40.023048,北京市,laptop,Wifi,beijing_man2,2.6932237286772245
北京-0325,116.673046,40.308025,北京市,PC,Cellular,beijing_man1,1.2077925204081992
北京-0326,116.27638,39.951068,北京市,传感器,Ethernet,beijing_man2,1.9215469849706501
北京-0327,116.382135,39.916927,北京市,laptop,Wifi,beijing_man2,3.237423200397256
北京-0328,116.473515,40.095746,北京市,手机,Cellular,beijing_man1,5.837926373012077
北京-0329,116.4,39.9,北京市,PC,Cellular,beijing_man2,7.551061577489235
北京-0330,116.632192,40.025196,北京市,PC,Cellular,beijing_man1,4.223599197106514
北京-0331,116.40015,39.900273,北京市,手机,Wifi,beijing_man2,1.6643790249121135
北京-0332,116.407411,39.892914,北京市,传感器,Ethernet,beijing_man2,1.0973484889641918
北京-0333,116.34134,39.935481,北京市,传感器,Cellular,beijing_man2,2.0408617321827904
北京-0334,116.37967,39.711927,北京市,PC,Cellular,beijing_man1,2.1066707626519285
北京-0335,116.589831,39.777686,北京市,传感器,Wifi,beijing_man1,1.1677124435420372
北京-0336,116.386613,39.879645,北京市,手机,Wifi,beijing_man2,3.63602241631882
北京-0337,116.217472,39.902116,北京市,laptop,Ethernet,beijing_man2,1.494983516357916
北京-0338,116.400136,39.899532,北京市,PC,Ethernet,beijing_man2,1.7714360478250128
北京-0339,116.538546,39.742062,北京市,传感器,Wifi,beijing_man1,1.3693426643578022
北京-0340,116.156297,39.684525,北京市,laptop,Wifi,beijing_man1,2.058276791940758
北京-0341,116.368127,39.993183,北京市,手机,Ethernet,beijing_man2,1.9438181233857312
北京-0342,116.468521,39.720741,北京市,PC,Cellular,beijing_man1,3.1884074943973317
北京-0343,116.400786,40.422853,北京市,手机,Wifi,beijing_man1,1.0335614836887959
北京-0344,116.371998,39.776605,北京市,laptop,Cellular,beijing_man1,4.604163611747078
北京-0345,116.101225,39.833091,北京市,手机,Wifi,beijing_man2,3.3387829269559735
北京-0346,116.395548,40.064804,北京市,PC,Ethernet,beijing_man1,1.4398148447037378
北京-0347,116.706215,39.872686,北京市,传感器,Ethernet,beijing_man1,1.7335464850929712
北京-0348,116.611066,40.083011,北京市,传感器,Wifi,beijing_man1,2.871063927560815
北京-0349,116.331776,39.872328,北京市,PC,Wifi,beijing_man2,2.822819906723831
北京-0350,116.408374,39.896973,北京市,手机,Ethernet,beijing_man2,1.386924482749162
北京-0351,116.400196,39.899821,北京市,PC,Ethernet,beijing_man2,1.0330186619872928
北京-0352,116.80949,39.841467,北京市,laptop,Ethernet,beijing_man1,1.9551580706085545
北京-0353,116.355722,39.787557,北京市,传感器,Cellular,beijing_man1,6.613329328034023
北京-0354,116.273561,40.21755,北京市,laptop,Cellular,beijing_man1,2.0298374589543147
北京-0355,116.333218,39.859196,北京市,PC,Ethernet,beijing_man2,1.5467871092335341
北京-0356,116.087981,39.914154,北京市,传感器,Cellular,beijing_man2,4.777506855873396
北京-0357,116.399999,39.9,北京市,传感器,Wifi,beijing_man2,2.513894030986173
北京-0358,116.401306,39.900522,北京市,手机,Wifi,beijing_man2,2.1269319480942985
北京-0359,116.398818,39.897605,北京市,PC,Wifi,beijing_man2,1.6931750937159853
北京-0360,116.879013,40.045526,北京市,传感器,Wifi,langfang_man2,2.3422028441614833
北京-0361,116.638481,40.145818,北京市,PC,Cellular,beijing_man1,2.4425851893241948
北京-0362,116.537652,39.802286,北京市,传感器,Wifi,beijing_man1,1.4356925430469496
北京-0363,116.389999,39.927984,北京市,PC,Cellular,beijing_man2,4.594595903661627
北京-0364,116.526629,39.948285,北京市,传感器,Ethernet,beijing_man1,1.2085446563004614
北京-0365,116.435922,39.781886,北京市,laptop,Wifi,beijing_man1,3.636485517580833
北京-0366,116.399457,39.90021,北京市,传感器,Cellular,beijing_man2,5.517150791793695
北京-0367,116.411265,39.882991,北京市,传感器,Ethernet,beijing_man2,1.7186443325969587
北京-0368,116.38111,39.595282,北京市,手机,Wifi,beijing_man1,2.6131893790566596
北京-0369,116.1454,39.581518,北京市,传感器,Wifi,beijing_man1,2.708622195058828
北京-0370,116.151866,39.774101,北京市,传感器,Wifi,beijing_man2,3.4958545010019937
北京-0371,116.399913,39.899899,北京市,laptop,Cellular,beijing_man2,3.794013316946108
北京-0372,116.399893,39.90003,北京市,PC,Wifi,beijing_man2,4.3647581533459725
北京-0373,116.399987,39.899977,北京市,手机,Ethernet,beijing_man2,1.6815426999618461
北京-0374,116.298684,39.693061,北京市,传感器,Cellular,beijing_man1,5.0390763348011145
北京-0375,116.390682,39.905826,北京市,手机,Wifi,beijing_man2,1.4728847924108268
北京-0376,116.323448,39.871712,北京市,PC,Ethernet,beijing_man2,1.0911857160334175
北京-0377,116.673227,40.042414,北京市,laptop,Cellular,beijing_man1,1.4218340385474193
北京-0378,116.382265,39.857392,北京市,PC,Ethernet,beijing_man2,1.302712769274186
北京-0379,116.400049,39.900015,北京市,PC,Wifi,beijing_man2,2.708819606118466
北京-0380,116.734617,40.081065,北京市,laptop,Ethernet,beijing_man1,1.3475580875886375
北京-0381,116.368234,39.880764,北京市,laptop,Ethernet,beijing_man2,1.8007160143319618
北京-0382,116.703364,39.642732,北京市,PC,Wifi,langfang_man1,1.8163683872221004
北京-0383,116.709415,39.643937,北京市,传感器,Ethernet,langfang_man1,1.4674383237765523
北京-0384,116.434591,39.756868,北京市,laptop,Ethernet,beijing_man1,1.5906434578001487
北京-0385,116.105924,39.818399,北京市,PC,Wifi,beijing_man2,4.348564902297652
北京-0386,116.278813,39.960891,北京市,手机,Wifi,beijing_man2,1.8289570869223328
北京-0387,116.240859,39.897156,北京市,PC,Wifi,beijing_man2,4.535903503542197
北京-0388,116.483212,39.964933,北京市,PC,Cellular,beijing_man1,5.489798531306403
北京-0389,116.176415,39.754056,北京市,PC,Wifi,beijing_man1,1.1476340093538155
北京-0390,116.398033,39.889729,北京市,PC,Wifi,beijing_man2,4.383333240098956
北京-0391,116.987298,39.794984,北京市,手机,Wifi,langfang_man2,2.9642622526928837
北京-0392,116.4,39.9,北京市,手机,Ethernet,beijing_man2,1.471768656070311
北京-0393,116.39973,39.899669,北京市,传感器,Cellular,beijing_man2,4.53740963012316
北京-0394,116.626966,39.961795,北京市,传感器,Ethernet,beijing_man1,1.1924678036465366
北京-0395,116.397518,39.905642,北京市,手机,Wifi,beijing_man2,1.5230598232110903
北京-0396,116.788354,40.177361,北京市,laptop,Cellular,beijing_man1,4.9497943792390595
北京-0397,116.360356,39.84952,北京市,手机,Cellular,beijing_man2,5.920290796300416
北京-0398,116.365705,39.919692,北京市,传感器,Wifi,beijing_man2,4.328665844870233
北京-0399,116.399657,39.899671,北京市,传感器,Cellular,beijing_man2,7.731162046741754
北京-0400,116.214468,40.035406,北京市,laptop,Ethernet,beijing_man2,1.659537763853017
北京-0401,116.399844,39.899859,北京市,laptop,Ethernet,beijing_man2,1.6941546441463955
北京-0402,116.227158,39.821384,北京市,手机,Ethernet,beijing_man2,1.8256058599850606
北京-0403,116.391402,39.826182,北京市,PC,Wifi,beijing_man1,1.982261303475811
北京-0404,116.410089,39.899872,北京市,PC,Cellular,beijing_man2,2.1225324235866814
北京-0405,116.389709,39.894344,北京市,手机,Ethernet,beijing_man2,1.8083316983862496
北京-0406,116.18065,39.759351,北京市,手机,Wifi,beijing_man1,3.9902003886668034
北京-0407,116.382674,39.890125,北京市,传感器,Ethernet,beijing_man2,1.233583494901956
北京-0408,116.288071,40.258771,北京市,传感器,Cellular,beijing_man1,2.276650866023023
北京-0409,116.357098,39.807068,北京市,手机,Ethernet,beijing_man1,1.4310458260616257
北京-0410,116.437408,39.800179,北京市,PC,Wifi,beijing_man1,1.5328508889701347
北京-0411,116.419539,39.898619,北京市,手机,Wifi,beijing_man2,1.4926176374413105
北京-0412,115.927759,39.937955,北京市,手机,Ethernet,beijing_man2,1.983983147181672
北京-0413,116.400668,39.899167,北京市,laptop,Wifi,beijing_man2,3.8985239107551815
北京-0414,116.263811,39.740905,北京市,手机,Ethernet,beijing_man1,1.0032016552082461
北京-0415,116.390734,39.897838,北京市,手机,Ethernet,beijing_man2,1.8491813801632289
北京-0416,116.552935,39.919624,北京市,laptop,Wifi,beijing_man1,2.0655122192032325
北京-0417,116.560801,39.781748,北京市,PC,Cellular,beijing_man1,4.2405778108581265
北京-0418,116.393937,39.906277,北京市,传感器,Cellular,beijing_man2,1.8210991307456803
北京-0419,116.336285,39.79034,北京市,传感器,Cellular,beijing_man1,3.107539895908879
北京-0420,116.714547,39.525192,北京市,PC,Cellular,langfang_man1,2.406892557924138
北京-0421,116.386008,39.918818,北京市,手机,Wifi,beijing_man2,2.1789183226608007
北京-0422,116.049113,40.192042,北京市,PC,Wifi,beijing_man2,2.7266502454857164
北京-0423,116.4,39.9,北京市,laptop,Wifi,beijing_man2,1.5619578150287463
北京-0424,116.312335,39.903116,北京市,PC,Cellular,beijing_man2,5.772874260969268
北京-0425,116.599427,40.099739,北京市,PC,Wifi,beijing_man1,1.378032620891878
北京-0426,115.991705,39.83243,北京市,传感器,Cellular,beijing_man2,7.122329298375734
北京-0427,116.693609,39.963833,北京市,传感器,Cellular,beijing_man1,1.4920751945888813
北京-0428,116.386115,39.944927,北京市,PC,Cellular,beijing_man2,2.5723742016003324
北京-0429,116.425381,39.915859,北京市,手机,Cellular,beijing_man2,2.7950154558757925
北京-0430,116.292912,39.725425,北京市,laptop,Ethernet,beijing_man1,1.0491662442352157
北京-0431,116.394456,39.896496,北京市,传感器,Cellular,beijing_man2,7.336403225275817
北京-0432,116.406937,39.903334,北京市,laptop,Cellular,beijing_man2,2.131055048917699
北京-0433,116.458906,39.683256,北京市,PC,Ethernet,beijing_man1,1.3795669814279288
北京-0434,116.39973,39.90051,北京市,PC,Wifi,beijing_man2,4.996738343261475
北京-0435,116.519968,39.895011,北京市,手机,Cellular,beijing_man1,1.3800702965472984
北京-0436,116.728673,39.751334,北京市,laptop,Wifi,beijing_man1,4.155076958869904
北京-0437,116.456276,39.753187,北京市,laptop,Wifi,beijing_man1,1.6208345044672856
北京-0438,116.262575,40.412295,北京市,laptop,Cellular,beijing_man1,4.716622271433179
北京-0439,116.705928,39.51977,北京市,laptop,Ethernet,langfang_man1,1.9788840877208278
北京-0440,116.18562,39.686346,北京市,手机,Cellular,beijing_man1,4.259814628823172
北京-0441,116.325387,39.82154,北京市,laptop,Wifi,beijing_man1,4.709265088847996
北京-0442,116.404353,39.896857,北京市,传感器,Wifi,beijing_man2,2.800082575538059
北京-0443,116.395478,39.897911,北京市,PC,Cellular,beijing_man2,6.318794798957613
北京-0444,116.401384,39.900671,北京市,laptop,Wifi,beijing_man2,4.585894572710219
北京-0445,116.33298,39.950581,北京市,传感器,Ethernet,beijing_man2,1.5590966427845596
北京-0446,116.530504,39.712093,北京市,laptop,Wifi,beijing_man1,4.117158530242006
北京-0447,116.543742,40.185442,北京市,手机,Cellular,beijing_man1,2.5392444978054614
北京-0448,116.554735,39.521665,北京市,laptop,Ethernet,langfang_man1,1.5249311067517954
北京-0449,116.427943,39.898128,北京市,传感器,Ethernet,beijing_man2,1.2506454307856083
北京-0450,116.376752,39.871127,北京市,手机,Wifi,beijing_man2,2.0548930169916413
北京-0451,116.494005,39.873142,北京市,手机,Ethernet,beijing_man1,1.8463204072332897
北京-0452,116.446799,39.997193,北京市,laptop,Cellular,beijing_man1,4.504230713786601
北京-0453,116.25829,39.389689,北京市,传感器,Cellular,baoding_man2,1.9686879995050173
北京-0454,116.400144,39.900025,北京市,传感器,Cellular,beijing_man2,6.6301783758883435
北京-0455,115.9767,39.820109,北京市,PC,Ethernet,beijing_man2,1.0244442333499504
北京-0456,116.209403,40.133006,北京市,手机,Cellular,beijing_man1,5.177835090064725
北京-0457,116.472433,39.912927,北京市,laptop,Cellular,beijing_man1,7.651833375698127
北京-0458,116.432851,39.944184,北京市,传感器,Ethernet,beijing_man2,1.1669880080733135
北京-0459,116.829667,40.23648,北京市,PC,Cellular,beijing_man1,6.042601015850987
北京-0460,116.846708,39.700475,北京市,手机,Cellular,langfang_man2,6.243581776309346
北京-0461,116.400002,39.900015,北京市,手机,Ethernet,beijing_man2,1.1217675439432722
北京-0462,116.35827,39.820446,北京市,手机,Wifi,beijing_man1,1.790207399505396
北京-0463,116.400035,39.900012,北京市,PC,Ethernet,beijing_man2,1.298352603787265
北京-0464,116.308793,39.952541,北京市,laptop,Cellular,beijing_man2,5.206214894839272
北京-0465,116.394738,39.9042,北京市,传感器,Wifi,beijing_man2,1.9965904568943689
北京-0466,116.445409,39.942829,北京市,手机,Ethernet,beijing_man1,1.5200862649286462
北京-0467,116.440125,39.702024,北京市,传感器,Wifi,beijing_man1,3.972860208543283
北京-0468,117.004273,39.996359,北京市,传感器,Ethernet,langfang_man2,1.8245599194683324
北京-0469,116.40008,39.900173,北京市,手机,Ethernet,beijing_man2,1.3414493064839972
北京-0470,116.398806,39.898162,北京市,手机,Cellular,beijing_man2,1.1919732573300426
北京-0471,116.414466,39.935206,北京市,laptop,Ethernet,beijing_man2,1.3238925471767389
北京-0472,116.332682,39.767399,北京市,PC,Ethernet,beijing_man1,1.8765074934302137
北京-0473,116.215454,39.920609,北京市,PC,Wifi,beijing_man2,2.5447618746145
北京-0474,116.404197,39.898276,北京市,laptop,Wifi,beijing_man2,3.6522729881403597
北京-0475,116.400001,39.900001,北京市,手机,Cellular,beijing_man2,5.182598027951534
北京-0476,116.389531,39.777961,北京市,手机,Wifi,beijing_man1,1.473535693835624
北京-0477,116.674195,39.66144,北京市,PC,Ethernet,langfang_man1,1.4774295755991482
北京-0478,116.474724,39.982349,北京市,手机,Ethernet,beijing_man1,1.3197919371956726
北京-0479,116.072045,39.558159,北京市,PC,Wifi,beijing_man1,4.573900144749911
北京-0480,116.561,39.844165,北京市,laptop,Ethernet,beijing_man1,1.5776265502386386
北京-0481,116.424846,39.949924,北京市,传感器,Cellular,beijing_man2,2.937265178246276
北京-0482,116.126261,39.953313,北京市,laptop,Cellular,beijing_man2,1.886637310414754
北京-0483,116.264643,40.061547,北京市,laptop,Cellular,beijing_man2,3.5692953770858447
北京-0484,116.398461,39.893936,北京市,手机,Ethernet,beijing_man2,1.8830178143591987
北京-0485,116.399757,39.900074,北京市,PC,Cellular,beijing_man2,1.3899625263392876
北京-0486,116.24982,39.520222,北京市,laptop,Cellular,beijing_man1,3.0921184285984245
北京-0487,116.398956,39.898843,北京市,手机,Ethernet,beijing_man2,1.3908163801890452
北京-0488,116.442233,39.962753,北京市,PC,Ethernet,beijing_man1,1.1017338261301046
北京-0489,116.155531,40.012786,北京市,传感器,Ethernet,beijing_man2,1.8646475303043042
北京-0490,116.731849,39.620126,北京市,手机,Wifi,langfang_man1,2.2635442297664983
北京-0491,116.231196,40.11224,北京市,PC,Ethernet,beijing_man1,1.9213666228109916
北京-0492,116.217376,39.884934,北京市,PC,Wifi,beijing_man2,2.7401501689349725
北京-0493,116.399595,39.901731,北京市,laptop,Ethernet,beijing_man2,1.1785610235769866
北京-0494,116.433338,39.875961,北京市,手机,Ethernet,beijing_man2,1.8507139535090573
北京-0495,116.399523,39.900054,北京市,PC,Ethernet,beijing_man2,1.4557781536822163
北京-0496,116.367216,39.651968,北京市,手机,Ethernet,beijing_man1,1.3478452149255928
北京-0497,116.400005,39.900001,北京市,PC,Ethernet,beijing_man2,1.0554041066033437
北京-0498,116.412853,39.917304,北京市,手机,Ethernet,beijing_man2,1.5694775787791335
北京-0499,116.365929,39.902346,北京市,PC,Wifi,beijing_man2,1.6393335903547919
北京-0500,116.566424,39.538729,北京市,laptop,Ethernet,langfang_man1,1.5781992590203031
北京-0501,116.444238,39.931064,北京市,PC,Wifi,beijing_man1,2.9802921534908977
北京-0502,116.259664,39.876294,北京市,PC,Wifi,beijing_man2,2.382184160585276
